NPSN,Nama Sekolah,Bentuk Pendidikan,Status,Alamat,Kabupaten/Kota,Kecamatan,Desa/Kelurahan,URL,Kecamatan Detail,Kabupaten Detail,Provinsi,Jenjang
20107442,SMKS PANGERAN WIJAYAKUSUMA,SMK,SWASTA,JL. BANDENGAN UTARA NO. 80,Kota Adm. Jakarta Utara,Penjaringan,PENJARINGAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107442,PENJARINGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107452,SMKS PLUIT RAYA,SMK,SWASTA,JL. JEMBATAN TIGA NO.1,Kota Adm. Jakarta Utara,Penjaringan,PENJARINGAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107452,PENJARINGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107453,SMKS PSKD 3 JAKARTA,SMK,SWASTA,JL. TANJUNG WANGI PLUIT,Kota Adm. Jakarta Utara,Penjaringan,PENJARINGAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107453,PENJARINGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107455,SMKS REMAJA PLUIT,SMK,SWASTA,JL.PLUIT SELATAN I NO. 1 PLUIT,Kota Adm. Jakarta Utara,Penjaringan,PLUIT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107455,PENJARINGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107467,SMKS TRIDHARMA BUDHIDAYA,SMK,SWASTA,JL. BIDARA RAYA NO. 36,Kota Adm. Jakarta Utara,Penjaringan,PEJAGALAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107467,PENJARINGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20177974,MAS RD JANNATINNAIM,MA,SWASTA,Jl. Budi Mulya Dalam No. 91 Rt.012/012,Kota Adm. Jakarta Utara,Pademangan,PADEMANGAN BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20177974,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
69888992,SEKOLAH MENENGAH ATAS BUNDA MULIA SCHOOL,SPK,SWASTA,Jl. Lodan Raya No.2,Kota Adm. Jakarta Utara,Pademangan,ANCOL,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69888992,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20109549,SLB SEJAHTERA,SLB,SWASTA,Jl. Ampera Besar Gg. E No.41,Kota Adm. Jakarta Utara,Pademangan,PADEMANGAN BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20109549,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKDAS
20100810,SMAN 40 JAKARTA,SMA,NEGERI,JL. BUDI MULYA RAYA,Kota Adm. Jakarta Utara,Pademangan,PADEMANGAN BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100810,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20100599,SMAS GANDHI ANCOL,SPK,SWASTA,JL. PANGANDARAN IX BLOK B4 No. 1,Kota Adm. Jakarta Utara,Pademangan,ANCOL,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100599,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107394,SMAS ST MARIA DELLA STRADA,SMA,SWASTA,JL. PADEMANGAN I GG. 7/18,Kota Adm. Jakarta Utara,Pademangan,PADEMANGAN TIMUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107394,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107433,SMKN 23 JAKARTA,SMK,NEGERI,JL. PADEMANGAN TIMUR III/19,Kota Adm. Jakarta Utara,Pademangan,PADEMANGAN TIMUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107433,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107438,SMKN 55 JAKARTA,SMK,NEGERI,JL. PADEMANGAN TIMUR VII,Kota Adm. Jakarta Utara,Pademangan,PADEMANGAN TIMUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107438,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107417,SMKS FAJAR INDAH,SMK,SWASTA,JL. WASPADA RAYA 1/30,Kota Adm. Jakarta Utara,Pademangan,PADEMANGAN BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107417,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107428,SMKS K HARAPAN MULIA,SMK,SWASTA,JL.PADEMANGAN V BLOK D PADEMANGAN,Kota Adm. Jakarta Utara,Pademangan,PADEMANGAN TIMUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107428,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107454,SMKS RAUDHATUL JANNATUNNAIM,SMK,SWASTA,JL. BUDI MULIA,Kota Adm. Jakarta Utara,Pademangan,PADEMANGAN BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107454,PADEMANGAN,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
69892612,MAS NURUL JALAL,MA,SWASTA,Jl. Warakas V Gg. 2 No. 70 Rt.005/ 07,Kota Adm. Jakarta Utara,Tanjung Priok,WARAKAS,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69892612,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20177966,MAS AL JIHAD,MA,SWASTA,Jl. Jihad Papanggo I Tanjung Priok Jakarta Utara,Kota Adm. Jakarta Utara,Tanjung Priok,PAPANGO,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20177966,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20177975,MAS YAPIS,MA,SWASTA,Jl. Tawes No. 21-22,Kota Adm. Jakarta Utara,Tanjung Priok,TANJUNG PRIUK,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20177975,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
69757216,SLB B MAWAR PUTIH,SLB,SWASTA,Jl. Swasembada Barat Xi No. 64 B,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69757216,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKDAS
20110820,SLB C MAWAR PUTIH,SLB,SWASTA,Jl. Swasembada Barat Xi No. 64 B,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20110820,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKDAS
69988210,SLB NEGERI 9 JAKARTA,SLB,NEGERI,Jalan Sunter Permai Raya No.21,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69988210,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKDAS
70051357,SLB SHINING STARS ACADEMY,SLB,SWASTA,"Jl. Agung Timur IX Blok O No.1-3, RT.010/RW.011",Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70051357,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKDAS
69965395,SMA BINA MAJU BANGSA,SMA,SWASTA,Jalan Danau Bisma Blok C No.16,Kota Adm. Jakarta Utara,Tanjung Priok,PAPANGO,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69965395,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107383,SMA KRISTEN IPEKA SUNTER,SMA,SWASTA,"Jl. Baru RT 15/07 Sunter Agung, Kec. Tanjung Priok, Jakarta Utara 14350",Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107383,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
69948873,SMA LENTERA KASIH,SPK,SWASTA,Jl. Sunter Permai Raya No.8,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69948873,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
70048764,SMA MANDALA CENDEKIA,SMA,SWASTA,Jl. Swasembada Timur XIII No.46-50,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70048764,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20100807,SMAN 15 JAKARTA,SMA,NEGERI,JL. AGUNG UTARA STS BLOK A,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100807,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20100809,SMAN 18 JAKARTA,SMA,NEGERI,JL. WARAKAS 1 TANJUNG PRIOK,Kota Adm. Jakarta Utara,Tanjung Priok,WARAKAS,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100809,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20100811,SMAN 41 JAKARTA,SMA,NEGERI,JL. LAKS. RE MARTADINATA,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100811,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20100780,SMAN 80 JAKARTA,SMA,NEGERI,JL. SUNTER KARYA SELATAN V,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100780,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107367,SMAS AL JIHAD JAKARTA,SMA,SWASTA,JL. JIHAD PAPANGGO I,Kota Adm. Jakarta Utara,Tanjung Priok,PAPANGO,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107367,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20100630,SMAS DHARMA BUDHI BHAKTI JAKARTA,SMA,SWASTA,JL. AGUNG TENGAH VII NO. 1,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100630,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107373,SMAS DHARMA PUTRA JAKARTA,SMA,SWASTA,JL. SWASEMBADA BARAT XI NO.92,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107373,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107376,SMAS GIDEON JAKARTA,SMA,SWASTA,JL. GADANG NO. 77,Kota Adm. Jakarta Utara,Tanjung Priok,SUNGAI BAMBU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107376,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107377,SMAS GITA KIRTI 2,SMA,SWASTA,JL. SUNTER JAYA IV NO. 2,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER JAYA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107377,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107380,SMAS JUBILEE,SMA,SWASTA,JL Sunter Jaya I No.1,Kota Adm. Jakarta Utara,Tanjung Priok,TANJUNG PRIUK,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107380,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20112503,SMAS K CALVIN,SMA,SWASTA,Jl. Yos Sudarso Kav. 85 RT. 009 RW. 011,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER JAYA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20112503,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107384,SMAS KRISTEN TUNAS BANGSA,SMA,SWASTA,JL SUNTER GARDEN BLOK. C-7,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107384,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20100606,SMAS MUTIARA 1 JAKARTA,SMA,SWASTA,JL. KOMP. YOS SUDARSO II / 19,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100606,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107391,SMAS SANTO LUKAS 1 JAKARTA,SMA,SWASTA,JL ANCOL SELATAN II/ NO 1,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107391,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107397,SMAS WIJAYA JAKARTA,SMA,SWASTA,JL. MASJID AL BARKAH NO. 16A,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER JAYA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107397,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107400,SMAS YAPPENDA,SMA,SWASTA,JL. SWASEMBADA TIMUR V NO. 10,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107400,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107461,SMK SISMADI,SMK,SWASTA,JL. WARAKAS RAYA NO.17,Kota Adm. Jakarta Utara,Tanjung Priok,WARAKAS,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107461,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20100783,SMKN 12 JAKARTA,SMK,NEGERI,Jl. Kebon Bawang XV B No.15 RT.19/RW.2,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100783,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107404,SMKS AL JIHAD JAKARTA,SMK,SWASTA,JL. PAPANGGO 1 NO. 1,Kota Adm. Jakarta Utara,Tanjung Priok,PAPANGO,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107404,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107405,SMKS AL-KHAIRIYAH BAHARI,SMK,SWASTA,JL. BAHARI 3 A8 NO. 152,Kota Adm. Jakarta Utara,Tanjung Priok,TANJUNG PRIUK,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107405,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107410,SMKS BARUNAWATI,SMK,SWASTA,JL. GANGGENG II NO.1 TG. PRIOK,Kota Adm. Jakarta Utara,Tanjung Priok,SUNGAI BAMBU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107410,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107416,SMKS DHARMA PUTRA,SMK,SWASTA,JL. SWASEMBADA BARAT XI NO.92,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107416,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107418,SMKS GITA KIRTTI 2 JAKARTA,SMK,SWASTA,JL. SUNTER JAYA 4,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER JAYA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107418,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107419,SMKS GLOBAL 21 JAKARTA,SMK,SWASTA,JL. LANJI NO. 2,Kota Adm. Jakarta Utara,Tanjung Priok,PAPANGO,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107419,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107420,SMKS GUNUNG JATI JAKARTA,SMK,SWASTA,JL. SUNGAI BAMBU IV NO. 35,Kota Adm. Jakarta Utara,Tanjung Priok,SUNGAI BAMBU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107420,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107426,SMKS KENCANA 1 JAKARTA,SMK,SWASTA,JL.SUNGAI BAMBU POL 13A TG. PRIOK,Kota Adm. Jakarta Utara,Tanjung Priok,SUNGAI BAMBU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107426,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
69761954,SMKS KESEHATAN GLOBAL CENDEKIA,SMK,SWASTA,JL GADANG NO.83-85,Kota Adm. Jakarta Utara,Tanjung Priok,SUNGAI BAMBU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69761954,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107432,SMKS MUTIARA 1 JAKARTA,SMK,SWASTA,JL. KOMP YOS SUDARSO II/19,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107432,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107422,SMKS PELAYARAN JAKARTA,SMK,SWASTA,JL. WARAKASVI / 19 NO. 107,Kota Adm. Jakarta Utara,Tanjung Priok,PAPANGO,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107422,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107447,SMKS PERINTIS NASIONAL JAKARTA,SMK,SWASTA,JL. SWASEMBADA TIMURX/02,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107447,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107462,SMKS SPES PATRIAE,SMK,SWASTA,JL. ANCOL SELATAN II NO. 1,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER AGUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107462,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107470,SMKS WIYATAMANDALA BAKTI JAKARTA,SMK,SWASTA,JL. SWASEMBADA TIMUR XIII/46-50,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107470,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107469,SMKS WIYATAMANDALA JAKARTA,SMK,SWASTA,"JL. SWASEMBADA TIMUR XIII NO. 46-50, KEBON BAWANG",Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107469,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107471,SMKS YANINDO JAKARTA,SMK,SWASTA,JL. R. E. MARTADINATA,Kota Adm. Jakarta Utara,Tanjung Priok,TANJUNG PRIUK,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107471,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107472,SMKS YAPPENDA JAKARTA,SMK,SWASTA,JL. SWASEMBADA TIMUR IV NO.12,Kota Adm. Jakarta Utara,Tanjung Priok,KEBON BAWANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107472,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
20107474,SMKS YASPI JAYA,SMK,SWASTA,JL. Sunter Jaya VI No.16,Kota Adm. Jakarta Utara,Tanjung Priok,SUNTER JAYA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107474,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,PROV. D.K.I. JAKARTA,DIKMEN
